Signature,Turn,Word,Length,Signature Commonality
0-23-5-8,8,hemp,4,2
0-23-7,4,dak,3,5
0-23-7,8,heo,3,5
0-23-7,12,lis,3,5
0-23-7,18,roy,3,5
0-23-7,21,urb,3,5
0-23-8,4,dal,3,4
0-23-8,8,hep,3,4
0-23-8,12,lit,3,4
0-23-8,19,spa,3,4
0-23-8-8-23-10,4,dallan,6,2
0-23-8-8-23-10,8,hepper,6,2
0-23-10-23,4,dana,4,2
0-23-10-23,8,here,4,2
0-23-10-23-5,4,danai,5,2
0-23-10-23-5,8,herem,5,2
0-23-10-5,4,dani,4,2
0-23-10-5,8,herm,4,2
0-23-10-5-11,4,danio,5,2
0-23-10-5-11,8,herms,5,2
0-23-10-7,4,dank,4,2
0-23-10-7,8,hero,4,2
0-23-11,4,dao,3,4
0-23-11,8,hes,3,4
0-23-11,18,roc,3,4
0-23-11,21,urf,3,4
0-23-14-1,4,dare,4,2
0-23-14-1,8,hevi,4,2
0-23-15,4,das,3,4
0-23-15,8,hew,3,4
0-23-15,15,old,3,4
0-23-15,18,rog,3,4
0-23-16,4,dat,3,5
0-23-16,8,hex,3,5
0-23-16,11,kha,3,5
0-23-16,12,lib,3,5
0-23-16,15,ole,3,5
0-23-16-11,4,dato,4,2
0-23-16-11,8,hexs,4,2
0-17-22,5,eva,3,3
0-17-22,8,hyd,3,3
0-17-22,18,rin,3,3
0-1-23,4,dea,3,2
0-1-23,8,hie,3,2
0-17-23,1,arx,3,5
0-17-23,8,hye,3,5
0-17-23,10,jag,3,5
0-17-23,14,nek,3,5
0-17-23,18,rio,3,5
0-1-25-0,4,decd,4,2
0-1-25-0,8,high,4,2
0-1-4-19,1,abet,4,2
0-1-4-19,8,hila,4,2
0-17-4-19,1,aret,4,2
0-17-4-19,8,hyla,4,2
0-1-5,4,dei,3,5
0-1-5,8,him,3,5
0-1-5,14,nos,3,5
0-1-5,15,opt,3,5
0-1-5,20,tuy,3,5
0-1-5-8,4,deil,4,2
0-1-5-8,8,himp,4,2
0-1-6,2,bch,3,6
0-1-6,8,hin,3,6
0-1-6,9,ijo,3,6
0-1-6,14,not,3,6
0-1-6,19,sty,3,6
0-1-6,21,uva,3,6
0-1-6-23,4,deja,4,2
0-1-6-23,8,hine,4,2
0-17-8-11,1,aril,4,2
0-17-8-11,8,hyps,4,2
0-1-10,4,den,3,3
0-1-10,8,hir,3,3
0-1-10,14,nox,3,3
0-1-11,1,abl,3,6
0-1-11,8,his,3,6
0-1-11,14,noy,3,6
0-1-11,19,std,3,6
0-1-11,20,tue,3,6
0-1-11,0,zak,3,6
0-1-12,4,dep,3,3
0-1-12,8,hit,3,3
0-1-12,15,opa,3,3
0-1-14-23,1,abox,4,2
0-1-14-23,8,hive,4,2
0-4-23-10,4,dhan,4,2
0-4-23-10,8,hler,4,2
0-7-20,1,ahu,3,4
0-7-20,8,hob,3,4
0-7-20,13,mtg,3,4
0-7-20,20,tan,3,4
0-7-20-11,7,gnar,4,3
0-7-20-11,8,hobs,4,3
0-7-20-11,20,tane,4,3
0-7-22,5,ela,3,3
0-7-22,8,hod,3,3
0-7-22,20,tap,3,3
0-7-23,5,elb,3,2
0-7-23,8,hoe,3,2
0-7-25,5,eld,3,5
0-7-25,8,hog,3,5
0-7-25,9,iph,3,5
0-7-25,14,num,3,5
0-7-25,20,tas,3,5
0-7-0-7,2,bibi,4,2
0-7-0-7,8,hoho,4,2
0-7-1,5,elf,3,4
0-7-1,8,hoi,3,4
0-7-1,13,mtn,3,4
0-7-1,20,tau,3,4
0-7-17,2,bis,3,4
0-7-17,8,hoy,3,4
0-7-17,12,lsc,3,4
0-7-17,13,mtd,3,4
0-7-4,5,eli,3,5
0-7-4,8,hol,3,5
0-7-4,9,ipm,3,5
0-7-4,16,pwt,3,5
0-7-4,20,tax,3,5
0-7-4-22,5,elia,4,2
0-7-4-22,8,hold,4,2
0-7-4-4,2,biff,4,3
0-7-4-4,8,holl,4,3
0-7-4-4,11,kroo,4,3
0-7-4-4-17,2,biffs,5,2
0-7-4-4-17,8,holly,5,2
0-7-4-12,1,ahem,4,2
0-7-4-12,8,holt,4,2
0-7-5,2,big,3,4
0-7-5,8,hom,3,4
0-7-5,14,nus,3,4
0-7-5,20,tay,3,4
0-7-5-5-23,2,biggy,5,2
0-7-5-5-23,8,homme,5,2
0-7-6,5,elk,3,5
0-7-6,8,hon,3,5
0-7-6,13,mts,3,5
0-7-6,14,nut,3,5
0-7-6,24,xed,3,5
0-7-6-25-11,2,biham,5,2
0-7-6-25-11,8,hongs,5,2
0-7-7,5,ell,3,3
0-7-7,8,hoo,3,3
0-7-7,20,taa,3,3
0-7-7-22,5,ella,4,2
0-7-7-22,8,hood,4,2
0-7-10-5-23,2,bilgy,5,2
0-7-10-5-23,8,horme,5,2
0-7-10-10-17,2,bills,5,2
0-7-10-10-17,8,horry,5,2
0-7-13-10,2,biol,4,2
0-7-13-10,8,hour,4,2
0-7-13-12,2,bion,4,2
0-7-13-12,8,hout,4,2
0-12-11,3,con,3,3
0-12-11,8,hts,3,3
0-12-11,19,sed,3,3
0-13-21-3,2,bowe,4,2
0-13-21-3,8,huck,4,2
0-13-23-17,2,boys,4,3
0-13-23-17,8,huey,4,3
0-13-23-17,14,nake,4,3
0-13-25-17,2,boas,4,3
0-13-25-17,8,hugy,4,3
0-13-25-17,14,name,4,3
0-13-4-19,1,anet,4,2
0-13-4-19,8,hula,4,2
0-13-4-4,2,boff,4,3
0-13-4-4,8,hull,4,3
0-13-4-4,14,narr,4,3
0-13-5,2,bog,3,4
0-13-5,8,hum,3,4
0-13-5,18,rew,3,4
0-13-5,22,via,3,4
0-13-5-23,2,bogy,4,3
0-13-5-23,8,hume,4,3
0-13-5-23,22,vias,4,3
0-13-8,1,ani,3,3
0-13-8,8,hup,3,3
0-13-8,14,nav,3,3
0-13-10-4-17,1,anker,5,2
0-13-10-4-17,8,hurly,5,2
0-13-10-10,2,boll,4,2
0-13-10-10,8,hurr,4,2
0-13-10-10-17,2,bolls,5,2
0-13-10-10-17,8,hurry,5,2
0-13-11-0,2,bomb,4,2
0-13-11-0,8,hush,4,2
0-13-11-0-23-22,2,bombyx,6,2
0-13-11-0-23-22,8,hushed,6,2
0-13-11-7,2,bomi,4,2
0-13-11-7,8,huso,4,2
0-13-16-12-23-10,2,bornyl,6,2
0-13-16-12-23-10,8,huxter,6,2
0-13-18-18,2,bott,4,3
0-13-18-18,8,huzz,4,3
0-13-18-18,13,mzee,4,3
0-13-18-18-19,2,bottu,5,2
0-13-18-18-19,8,huzza,5,2
0-13-18-18-17,2,botts,5,2
0-13-18-18-17,8,huzzy,5,2
0-15-19,1,apt,3,3
0-15-19,8,hwa,3,3
0-15-19,20,tim,3,3
0-15-17,1,apr,3,5
0-15-17,8,hwy,3,5
0-15-17,12,lac,3,5
0-15-17,13,mbd,3,5
0-15-17,16,peg,3,5
0-2-5,7,gil,3,4
0-2-5,25,yad,3,4
0-2-5,13,mor,3,4
0-2-5,18,rtw,3,4
0-2-7-7,7,ginn,4,3
0-2-7-7,25,yaff,4,3
0-2-7-7,13,mott,4,3
0-2-9,7,gip,3,4
0-2-9,25,yah,3,4
0-2-9,16,pry,3,4
0-2-9,19,sub,3,4
0-2-0,7,gig,3,5
0-2-0,25,yay,3,5
0-2-0,13,mom,3,5
0-2-0,16,prp,3,5
0-2-0,19,sus,3,5
0-2-0-2,7,gigi,4,4
0-2-0-2,25,yaya,4,4
0-2-0-2,13,momo,4,4
0-2-0-2,19,susu,4,4
0-2-12,7,gis,3,4
0-2-12,25,yak,3,4
0-2-12,13,moy,3,4
0-2-12,19,sue,3,4
0-2-14-17,1,acor,4,2
0-2-14-17,25,yamp,4,2
0-2-15-2,3,cere,4,2
0-2-15-2,25,yana,4,2
0-2-15-2-15,3,cerer,5,2
0-2-15-2-15,25,yanan,5,2
0-2-15-12,3,cero,4,2
0-2-15-12,25,yank,4,2
0-2-16,4,dft,3,5
0-2-16,25,yao,3,5
0-2-16,13,moc,3,5
0-2-16,16,prf,3,5
0-2-16,19,sui,3,5
0-2-17,2,bds,3,5
0-2-17,25,yap,3,5
0-2-17,13,mod,3,5
0-2-17,18,rti,3,5
0-2-17,23,wyn,3,5
0-2-17-2,3,cete,4,3
0-2-17-2,25,yapa,4,3
0-2-17-2,13,modo,4,3
0-2-19,1,act,3,2
0-2-19,25,yar,3,2
0-2-19-6,1,actg,4,3
0-2-19-6,25,yare,4,3
0-2-19-6,16,priv,4,3
0-2-19-19,7,gizz,4,4
0-2-19-19,25,yarr,4,4
0-2-19-19,13,moff,4,4
0-2-19-19,19,sull,4,4
0-2-21,7,gib,3,3
0-2-21,25,yat,3,3
0-2-21,19,sun,3,3
0-19-18,2,but,3,4
0-19-18,9,iba,3,4
0-19-18,12,led,3,4
0-19-18,22,von,3,4
0-19-6,8,han,3,5
0-19-6,9,ibo,3,5
0-19-6,12,ler,3,5
0-19-6,19,sly,3,5
0-19-6,21,una,3,5
0-20-19-4,1,aute,4,2
0-20-19-4,9,icbm,4,2
0-20-16,7,gaw,3,4
0-20-16,9,icy,3,4
0-20-16,11,kea,3,4
0-20-16,15,oie,3,4
0-20-6-21,7,gamb,4,2
0-20-6-21,9,icod,4,2
0-21-18,6,fax,3,4
0-21-18,9,ida,3,4
0-21-18,20,tol,3,4
0-21-18,23,wro,3,4
0-21-22,6,fab,3,4
0-21-22,9,ide,3,4
0-21-22,10,jef,3,4
0-21-22,20,top,3,4
0-21-16-3,6,favi,4,2
0-21-16-3,9,idyl,4,2
0-21-6,1,avg,3,4
0-21-6,9,ido,3,4
0-21-6,14,nit,3,4
0-21-6,19,sny,3,4
0-21-10,4,dyn,3,5
0-21-10,9,ids,3,5
0-21-10,10,jet,3,5
0-21-10,14,nix,3,5
0-21-10,20,tod,3,5
0-5-20,4,dix,3,3
0-5-20,25,yds,3,3
0-5-20,9,inc,3,3
0-6-6,6,fll,3,3
0-6-6,25,yee,3,3
0-6-6,13,mss,3,3
0-6-9,6,flo,3,2
0-6-9,25,yeh,3,2
0-6-13-12,3,cipo,4,2
0-6-13-12,25,yelk,4,2
0-6-16,3,cis,3,2
0-6-16,25,yeo,3,2
0-6-21-10,6,flap,4,3
0-6-21-10,25,yeti,4,3
0-6-21-10,19,sync,4,3
0-6-1,3,cid,3,2
0-6-1,25,yez,3,2
0-23-22,8,hed,3,3
0-23-22,9,ife,3,3
0-23-22,18,ron,3,3
0-7-6-19-6,8,honan,5,2
0-7-6-19-6,25,yfere,5,2
0-24-5,7,gel,3,4
0-24-5,9,ign,3,4
0-24-5,11,kip,3,4
0-24-5,20,try,3,4
0-25-0,2,bab,3,6
0-25-0,9,ihi,3,6
0-25-0,15,ono,3,6
0-25-0,16,pop,3,6
0-25-0,20,tst,3,6
0-25-0,21,utu,3,6
0-0-0,1,aaa,3,3
0-0-0,9,iii,3,3
0-0-0,24,xxx,3,3
0-10-13-21,2,blow,4,2
0-10-13-21,25,yilt,4,2
0-16-6,3,csi,3,3
0-16-6,9,iyo,3,3
0-16-6,25,yoe,3,3
0-10-17,2,bls,3,3
0-10-17,25,yip,3,3
0-10-17,9,isz,3,3
0-10-19-14,2,blup,4,2
0-10-19-14,25,yirm,4,2
0-10-20,1,aku,3,3
0-10-20,25,yis,3,3
0-10-20,11,kue,3,3
0-3-22,6,fib,3,5
0-3-22,9,ile,3,5
0-3-22,18,run,3,5
0-3-22,20,twp,3,5
0-3-22,24,xat,3,5
0-13-6-14,1,ango,4,2
0-13-6-14,25,ylem,4,2
0-3-16-18,2,bert,4,2
0-3-16-18,9,ilya,4,2
0-3-3-16,2,beer,4,3
0-3-3-16,9,illy,4,3
0-3-3-16,12,loob,4,3
0-3-11-25,2,bema,4,2
0-3-11-25,9,ilth,4,2
0-4-18,1,aes,3,3
0-4-18,9,ima,3,3
0-4-18,17,qui,3,3
0-5-21,7,glb,3,3
0-5-21,9,ind,3,3
0-5-21,10,joe,3,3
0-5-23-3,4,diag,4,2
0-5-23-3,9,infl,4,2
0-5-24-18,7,gley,4,2
0-5-24-18,9,inga,4,2
0-5-24-6-11,3,chain,5,2
0-5-24-6-11,9,ingot,5,2
0-5-0-11,4,dido,4,3
0-5-0-11,9,init,4,3
0-5-0-11,16,pupa,4,3
0-5-2-10,3,chem,4,3
0-5-2-10,9,inks,4,3
0-5-2-10,10,jolt,4,3
0-5-5,1,aff,3,3
0-5-5,9,inn,3,3
0-5-5,0,zee,3,3
0-5-6,3,chi,3,3
0-5-6,9,ino,3,3
0-5-6,13,mrs,3,3
0-5-10-7,4,dink,4,2
0-5-10-7,9,insp,4,2
0-5-11,3,chn,3,6
0-5-11,9,int,3,6
0-5-11,16,pua,3,6
0-5-11,20,tye,3,6
0-5-11,22,vag,3,6
0-5-11,0,zek,3,6
0-5-13,7,glt,3,5
0-5-13,9,inv,3,5
0-5-13,10,jow,3,5
0-5-13,20,tyg,3,5
0-5-13,22,vai,3,5
0-16-3-20,2,brev,4,3
0-16-3-20,25,yobs,4,3
0-16-3-20,11,kane,4,3
0-6-21-22,6,flab,4,2
0-6-21-22,9,iode,4,2
0-16-10,2,brl,3,5
0-16-10,25,yoi,3,5
0-16-10,18,rhb,3,5
0-16-10,19,sic,3,5
0-16-10,21,uke,3,5
0-6-5,25,yed,3,3
0-6-5,9,ion,3,3
0-6-5,15,out,3,3
0-6-5-10,4,djin,4,2
0-6-5-10,9,ions,4,2
0-6-14-18,1,agos,4,2
0-6-14-18,9,iowa,4,2
0-16-25,2,bra,3,4
0-16-25,25,yox,3,4
0-16-25,11,kaj,3,4
0-16-25,19,sir,3,4
0-7-3,4,dkg,3,3
0-7-3,9,ipl,3,3
0-7-3,20,taw,3,3
0-7-9,4,dkm,3,3
0-7-9,9,ipr,3,3
0-7-9,18,rya,3,3
0-7-10,8,hor,3,4
0-7-10,9,ips,3,4
0-7-10,11,kru,3,4
0-7-10,20,tad,3,4
0-7-10-6,8,horn,4,2
0-7-10-6,9,ipso,4,2
0-8-10,1,aik,3,3
0-8-10,9,iqs,3,3
0-8-10,19,sac,3,3
0-9-2-10,3,clem,4,2
0-9-2-10,9,irks,4,2
0-9-6-5,6,folk,4,2
0-9-6-5,9,iron,4,2
0-9-10,6,fop,3,4
0-9-10,9,irs,3,4
0-9-10,15,oxy,3,4
0-9-10,18,rab,3,4
0-19-20,8,hab,3,3
0-19-20,25,yrs,3,3
0-19-20,13,mfg,3,3
0-10-4,1,ake,3,2
0-10-4,9,ism,3,2
0-10-5,25,yid,3,2
0-10-5,9,isn,3,2
0-10-11,8,hrs,3,2
0-10-11,9,ist,3,2
0-11-20-25,7,graf,4,3
0-11-20-25,9,itch,4,3
0-11-20-25,20,tens,4,3
0-11-6,1,alg,3,4
0-11-6,9,ito,3,4
0-11-6,16,pav,3,4
0-11-6,20,tez,3,4
0-11-10-16,4,dont,4,2
0-11-10-16,9,itsy,4,2
0-12-21-10,6,frap,4,2
0-12-21-10,9,iuds,4,2
0-22-8,5,eam,3,2
0-22-8,25,yug,3,2
0-22-8-2,3,cyke,4,2
0-22-8-2,25,yuga,4,2
0-22-12,1,awm,3,5
0-22-12,25,yuk,3,5
0-22-12,15,oka,3,5
0-22-12,18,rnd,3,5
0-22-12,19,soe,3,5
0-22-15,5,eat,3,5
0-22-15,25,yun,3,5
0-22-15,13,mib,3,5
0-22-15,19,soh,3,5
0-22-15,20,tpi,3,5
0-22-17,2,bxs,3,4
0-22-17,25,yup,3,4
0-22-17,13,mid,3,4
0-22-17,20,tpk,3,4
0-12-12-10,3,coom,4,2
0-12-12-10,9,iuus,4,2
0-24-4-2,3,cage,4,2
0-24-4-2,25,ywca,4,2
0-17-19-18,1,arts,4,2
0-17-19-18,9,izba,4,2
0-17-18,1,ars,3,4
0-17-18,10,jab,3,4
0-17-18,12,lcd,3,4
0-17-18,14,nef,3,4
0-17-18-9,9,izar,4,2
0-17-18-9,10,jabs,4,2
0-17-25,4,duc,3,3
0-17-25,10,jai,3,3
0-17-25,21,ult,3,3
0-17-15,3,ctr,3,4
0-17-15,10,jay,3,4
0-17-15,12,lca,3,4
0-17-15,18,rig,3,4
0-17-15-9,3,ctrl,4,3
0-17-15-9,10,jays,4,3
0-17-15-9,18,riga,4,3
0-17-4-1,8,hyli,4,2
0-17-4-1,10,jank,4,2
0-17-8,8,hyp,3,2
0-17-8,10,jar,3,2
0-17-8-23,8,hype,4,2
0-17-8-23,10,jarg,4,2
0-17-8-8-15,4,dulls,5,2
0-17-8-8-15,10,jarry,5,2
0-17-11-4,1,arle,4,2
0-17-11-4,10,jaun,4,2
0-17-13,1,arn,3,4
0-17-13,10,jaw,3,4
0-17-13,14,nea,3,4
0-17-13,18,rie,3,4
0-17-13-4,1,arne,4,3
0-17-13-4,10,jawn,4,3
0-17-13-4,14,near,4,3
0-19-10,2,bul,3,3
0-19-10,10,jct,3,3
0-19-10,12,lev,3,3
0-19-10-4,8,harl,4,2
0-19-10-4,10,jctn,4,2
0-21-17-8,6,fawn,4,2
0-21-17-8,10,jear,4,2
0-21-20,8,hcb,3,5
0-21-20,10,jed,3,5
0-21-20,13,mhg,3,5
0-21-20,20,ton,3,5
0-21-20,21,upo,3,5
0-21-22-21,6,faba,4,3
0-21-22-21,10,jefe,4,3
0-21-22-21,20,topo,4,3
0-21-22-22,9,idee,4,2
0-21-22-22,10,jeff,4,2
0-21-23,6,fac,3,2
0-21-23,10,jeg,3,2
0-21-8,6,fan,3,3
0-21-8,10,jer,3,3
0-21-8,20,tob,3,3
0-21-8-21,6,fana,4,2
0-21-8-21,10,jere,4,2
0-21-8-1,6,fang,4,2
0-21-8-1,10,jerk,4,2
0-21-8-1-9,6,fango,5,2
0-21-8-1-9,10,jerks,5,2
0-21-8-3,1,avid,4,2
0-21-8-3,10,jerm,4,2
0-21-11,6,faq,3,3
0-21-11,10,jeu,3,3
0-21-11,20,toe,3,3
0-24-5-13,7,gelt,4,2
0-24-5-13,10,jhow,4,2
0-25-18,2,bat,3,3
0-25-18,10,jib,3,3
0-25-18,16,poh,3,3
0-25-18-18,2,batt,4,2
0-25-18-18,10,jibb,4,2
0-25-18-18-17,2,batts,5,2
0-25-18-18-17,10,jibba,5,2
0-25-3-6,6,feil,4,2
0-25-3-6,10,jimp,4,2
0-25-4-4,2,baff,4,3
0-25-4-4,10,jinn,4,3
0-25-4-4,16,pott,4,3
0-25-8-25,2,baja,4,2
0-25-8-25,10,jiri,4,2
0-25-9-3,2,bake,4,2
0-25-9-3,10,jism,4,2
0-25-10-25,2,bala,4,2
0-25-10-25,10,jiti,4,2
0-25-12-17,2,bans,4,2
0-25-12-17,10,jiva,4,2
0-3-9,1,adj,3,4
0-3-9,10,jms,3,4
0-3-9,12,lou,3,4
0-3-9,18,rua,3,4
0-4-10,3,cgm,3,5
0-4-10,10,jnt,3,5
0-4-10,11,kou,3,5
0-4-10,17,qua,3,5
0-4-10,23,wag,3,5
0-5-18,4,div,3,5
0-5-18,10,job,3,5
0-5-18,11,kpc,3,5
0-5-18,22,van,3,5
0-5-18,0,zer,3,5
0-5-18-5,4,divi,4,2
0-5-18-5,10,jobo,4,2
0-5-23-9,4,diam,4,3
0-5-23-9,10,jogs,4,3
0-5-23-9,22,vase,4,3
0-5-15,4,dis,3,2
0-5-15,10,joy,3,2
0-5-25-4,4,dich,4,2
0-5-25-4,10,join,4,2
0-5-1-15,4,dies,4,2
0-5-1-15,10,joky,4,2
0-5-2-21,7,glib,4,3
0-5-2-21,10,jole,4,3
0-5-2-21,0,zebu,4,3
0-5-2-2-15,3,cheer,5,3
0-5-2-2-15,10,jolly,5,3
0-5-2-2-15,16,purre,5,3
0-5-4,3,chg,3,4
0-5-4,10,jon,3,4
0-5-4,16,put,3,4
0-5-4,0,zed,3,4
0-5-9,4,dim,3,3
0-5-9,10,jos,3,3
0-5-9,16,puy,3,3
0-5-11-8,4,diol,4,2
0-5-11-8,10,jour,4,2
0-5-11-10-21-9,4,dionym,6,2
0-5-11-10-21-9,10,joutes,6,2
0-5-12-15,4,dips,4,2
0-5-12-15,10,jovy,4,2
0-5-16-15,4,dits,4,2
0-5-16-15,10,jozy,4,2
0-11-20,7,gra,3,4
0-11-20,10,jud,3,4
0-11-20,20,ten,3,4
0-11-20,21,ufo,3,4
0-11-20-15,7,grav,4,2
0-11-20-15,10,judy,4,2
0-11-23,4,doa,3,3
0-11-23,10,jug,3,3
0-11-23,16,pam,3,3
0-11-24-17,7,grex,4,4
0-11-24-17,10,juha,4,4
0-11-24-17,16,pang,4,4
0-11-24-17,23,whun,4,4
0-11-0-11,4,dodo,4,4
0-11-0-11,10,juju,4,4
0-11-0-11,16,papa,4,4
0-11-0-11,20,tete,4,4
0-11-4-5,1,alef,4,3
0-11-4-5,10,juno,4,3
0-11-4-5,16,patu,4,3
0-11-8-15,4,dols,4,2
0-11-8-15,10,jury,4,2
0-11-9,4,dom,3,5
0-11-9,10,jus,3,5
0-11-9,16,pay,3,5
0-11-9,20,tec,3,5
0-11-9,23,whf,3,5
0-11-9-10,4,domn,4,2
0-11-9-10,10,just,4,2
0-16-17,3,cst,3,3
0-16-17,11,kab,3,3
0-16-17,16,pfg,3,3
0-16-20,3,csw,3,5
0-16-20,11,kae,3,5
0-16-20,12,lbf,3,5
0-16-20,13,mcg,3,5
0-16-20,19,sim,3,5
0-16-21,25,yot,3,3
0-16-21,11,kaf,3,3
0-16-21,19,sin,3,3
0-16-24,25,yow,3,2
0-16-24,11,kai,3,2
0-16-14,25,yom,3,5
0-16-14,11,kay,3,5
0-16-14,16,pfd,3,5
0-16-14,19,sig,3,5
0-16-14,23,wmk,3,5
0-16-24-21,25,yowt,4,2
0-16-24-21,11,kaif,4,2
0-16-0-16,25,yoyo,4,3
0-16-0-16,11,kaka,4,3
0-16-0-16,19,sisi,4,3
0-16-3,25,yob,3,3
0-16-3,11,kan,3,3
0-16-3,15,oer,3,3
0-16-7-3,2,brie,4,2
0-16-7-3,11,karn,4,2
0-16-8,3,csk,3,4
0-16-8,11,kas,3,4
0-16-8,16,pfx,3,4
0-16-8,19,sia,3,4
0-16-8-2,25,yoga,4,2
0-16-8-2,11,kasm,4,2
0-16-12,25,yok,3,4
0-16-12,11,kaw,3,4
0-16-12,18,rhd,3,4
0-16-12,19,sie,3,4
0-20-16-9,7,gawp,4,2
0-20-16-9,11,keat,4,2
0-20-17,3,cwt,3,3
0-20-17,11,keb,3,3
0-20-17,13,mgd,3,3
0-20-19,7,gaz,3,3
0-20-19,11,ked,3,3
0-20-19,19,sml,3,3
0-20-21,7,gab,3,2
0-20-21,11,kef,3,2
0-20-22,9,ice,3,3
0-20-22,11,keg,3,3
0-20-22,15,oik,3,3
0-20-14,7,gau,3,2
0-20-14,11,key,3,2
0-20-24-7,7,gaen,4,2
0-20-24-7,11,keir,4,2
0-20-2-5,7,gail,4,2
0-20-2-5,11,kemp,4,2
0-20-5-24,7,gale,4,2
0-20-5-24,11,kepi,4,2
0-20-5-9,7,galp,4,2
0-20-5-9,11,kept,4,2
0-20-7-3-20,7,ganja,5,2
0-20-7-3-20,11,kerne,5,2
0-20-11-24-1,7,gareh,5,2
0-20-11-24-1,11,kevil,5,2
0-23-16-3,2,byre,4,3
0-23-16-3,11,khan,4,3
0-23-16-3,19,spiv,4,3
0-23-24,4,dab,3,4
0-23-24,11,khi,3,4
0-23-24,15,olm,3,4
0-23-24,21,urs,3,4
0-23-10-19,8,hera,4,3
0-23-10-19,11,khud,4,3
0-23-10-19,12,live,4,3
0-14-19,7,guz,3,4
0-14-19,11,kyd,3,4
0-14-19,14,nbg,3,4
0-14-19,15,och,3,4
0-24-20-7,7,gean,4,2
0-24-20-7,11,kier,4,2
0-24-20-11,7,gear,4,2
0-24-20-11,11,kiev,4,2
0-24-21,7,geb,3,4
0-24-21,11,kif,3,4
0-24-21,18,rpm,3,4
0-24-21,23,wur,3,4
0-24-0-24,3,caca,4,2
0-24-0-24,11,kiki,4,2
0-24-1,3,cad,3,3
0-24-1,11,kil,3,3
0-24-1,18,rps,3,3
0-14-1,1,aob,3,5
0-14-1,11,kyl,3,5
0-14-1,13,man,3,5
0-14-1,16,pdq,3,5
0-14-1,18,rfs,3,5
0-14-1-20,7,guha,4,3
0-14-1-20,11,kyle,4,3
0-14-1-20,13,mang,4,3
0-24-1-4-2,3,cadge,5,2
0-24-1-4-2,11,kilom,5,2
0-24-3,3,caf,3,2
0-24-3,11,kin,3,2
0-24-3-0,5,eche,4,2
0-24-3-0,11,kink,4,2
0-24-3-0-14,5,eches,5,2
0-24-3-0-14,11,kinky,5,2
0-24-7-24,7,gene,4,3
0-24-7-24,11,kiri,4,3
0-24-7-24,23,wudu,4,3
0-24-8-23,7,geod,4,2
0-24-8-23,11,kish,4,2
0-24-9,3,cal,3,2
0-24-9,11,kit,3,2
0-24-9-8,3,calk,4,3
0-24-9-8,11,kits,4,3
0-24-9-8,16,pnyx,4,3
0-24-11-16,3,cans,4,2
0-24-11-16,11,kiva,4,2
0-24-12-24,10,jhvh,4,2
0-24-12-24,11,kiwi,4,2
0-1-24-5,4,debi,4,2
0-1-24-5,11,klip,4,2
0-3-16-5,2,berg,4,2
0-3-16-5,11,knap,4,2
0-3-16-7,2,beri,4,3
0-3-16-7,11,knar,4,3
0-3-16-7,12,lobs,4,3
0-3-16-12,2,bern,4,2
0-3-16-12,11,knaw,4,2
0-3-20-20,6,fizz,4,3
0-3-20-20,11,knee,4,3
0-3-20-20,18,rull,4,3
0-3-20-20-19,6,fizzy,5,2
0-3-20-20-19,11,kneed,5,2
0-3-24-9,6,fido,4,3
0-3-24-9,11,knit,4,3
0-3-24-9,18,rupa,4,3
0-3-4-13,1,aden,4,2
0-3-4-13,11,knox,4,2
0-3-10-17,2,bels,4,2
0-3-10-17,11,knub,4,2
0-3-10-9,2,belk,4,3
0-3-10-9,11,knut,4,3
0-3-10-9,15,oryx,4,3
0-4-17-24,1,aery,4,2
0-4-17-24,11,kobi,4,2
0-4-4-0,9,immi,4,2
0-4-4-0,11,kook,4,2
0-4-7,9,imp,3,3
0-4-7,11,kor,3,3
0-4-7,23,wad,3,3
0-4-7-16,9,impy,4,2
0-4-7-16,11,kora,4,2
0-7-16,8,hox,3,3
0-7-16,11,kra,3,3
0-7-16,20,taj,3,3
0-7-3-16,2,bier,4,2
0-7-3-16,11,krna,4,2
0-8-16-7,7,gown,4,2
0-8-16-7,11,ksar,4,2
0-10-0-10,9,isis,4,2
0-10-0-10,11,kuku,4,2
0-10-3-22,9,isle,4,2
0-10-3-22,11,kung,4,2
0-10-3-0,2,bleb,4,2
0-10-3-0,11,kunk,4,2
0-15-16,3,crs,3,4
0-15-16,12,lab,3,4
0-15-16,15,ode,3,4
0-15-16,19,shi,3,4
0-15-18,3,cru,3,4
0-15-18,12,lad,3,4
0-15-18,16,peh,3,4
0-15-18,20,til,3,4
0-15-18-13,3,crup,4,2
0-15-18-13,12,lady,4,2
0-15-20-8,5,etym,4,2
0-15-20-8,12,laft,4,2
0-15-23,1,apx,3,3
0-15-23,12,lai,3,3
0-15-23,19,shp,3,3
0-15-13-3-9-8,6,fusion,6,2
0-15-13-3-9-8,12,layout,6,2
0-15-0-0,6,fuff,4,2
0-15-0-0,12,lall,4,2
0-15-0-3,9,ixil,4,4
0-15-0-3,12,lalo,4,4
0-15-0-3,15,odor,4,4
0-15-0-3,16,peps,4,4
0-15-1,6,fug,3,6
0-15-1,12,lam,3,6
0-15-1,14,nco,3,6
0-15-1,19,sht,3,6
0-15-1,20,tiu,3,6
0-15-1,0,zoa,3,6
0-15-1-15,6,fugu,4,2
0-15-1-15,12,lama,4,2
0-15-2,3,cre,3,4
0-15-2,12,lan,3,4
0-15-2,16,per,3,4
0-15-2,19,shu,3,4
